student_id,age,gender,primary_platform,daily_social_media_hours,screen_time_before_sleep_min,sleep_hours,physical_activity_hrs_week,social_interaction_level,stress_level,academic_performance,gender_code,primary_platform_code,daily_social_media_hours_z,sleep_hours_z,screen_time_before_sleep_min_z,physical_activity_hrs_week_z,social_interaction_level_z,stress_level_z,academic_performance_z,usage_group,high_low_usage,deri_z,deri_score,deri_quartile,deri_pca
S1042,17,Female,TikTok,4.37,104.0,7.0,2.8,3.7,8.1,1.85,0,3,0.6540879686798906,-0.758736532715265,1.0823911303801166,-0.632228595918217,-1.3018476696928525,1.966982519091684,-2.781140688447974,High,High,0.8317385439250907,63.21455833436291,Q4,1.4378233087261922
S1043,15,Female,Other,1.86,46.0,8.7,5.7,10.0,2.8,3.97,0,1,-1.1444777908408508,1.2322880707567403,-0.7791889495461491,0.5735342767706599,2.630849678216508,-1.3077603107508902,1.2323043057726462,Low,Low,-1.0519849370479133,26.908711465812413,Q1,-1.8257066691733495
S1044,13,Male,TikTok,3.42,60.0,6.7,5.2,4.0,5.9,2.92,1,3,-0.0266440916964857,-1.1100938156809128,-0.3298420337018781,0.3656441263070605,-1.1145763674114544,0.6076553067042008,-0.7554868470253029,Medium,Low,0.25120256342751635,52.02562820607153,Q3,0.4468287987453322
S1045,18,Male,Snapchat,2.65,51.0,7.0,0.0,5.9,3.25,3.58,1,2,-0.5783953406331276,-0.758736532715265,-0.6187079081731952,-1.796413438514374,0.0714752137040672,-1.0297161082170867,0.4939818775905508,Low,Low,-0.14612223869701932,44.36780922748163,Q2,-0.24185613208741183
S1046,15,Female,Instagram,6.58,137.0,6.3,1.7,5.4,6.83,2.05,0,0,2.237685709134408,-1.578570192968444,2.141566003441613,-1.0895869269381355,-0.2406436234315962,1.1822799919407276,-2.402513802200746,High,High,1.9859406351814883,85.46001251263255,Q4,3.4349485809269993
S1047,18,Male,Snapchat,3.37,98.0,6.3,7.3,6.2,5.73,2.97,1,2,-0.0624720948741896,-1.578570192968444,0.8898138807325718,1.2387827582541782,0.2587465159854653,0.5026163857469861,-0.6608301254634953,Medium,Low,0.8019706596089421,62.64082855900089,Q4,1.394436838294089
S1048,17,Male,Instagram,5.68,83.0,6.6,4.1,4.8,6.95,2.69,1,0,1.5927816519357356,-1.2272129100027962,0.40837075661371,-0.0917142047128585,-0.6151862279943928,1.2564251126164088,-1.1909077662096157,High,High,1.0761217728507473,67.92466582956376,Q4,1.8705990456541413
S1049,17,Female,Snapchat,3.15,47.0,8.0,0.8,5.6,2.74,4.0,0,2,-0.2201153088560874,0.4124544105035621,-0.7470927412715584,-1.463789197772615,-0.1157960885773313,-1.3448328710887305,1.28909833870973,Medium,Low,-0.4598874868770693,38.32047098056783,Q2,-0.7936989135203031
S1050,17,Female,TikTok,4.28,89.0,7.7,10.0,5.1,5.0,3.65,0,3,0.5895975629600235,0.0610971275379142,0.6009480062612548,2.361389570757616,-0.4279149257129948,0.0515669016365935,0.6265012877770804,High,High,0.3764828138944547,54.44021061959909,Q3,0.6466527941581863
S1051,14,Male,YouTube,1.23,75.0,8.2,4.3,4.6,4.25,3.27,1,4,-1.5959106308799216,0.6466925991473267,0.1516010904169837,-0.0085581445274186,-0.7400337628486583,-0.4118401025864122,-0.0928897960926532,Low,Low,-0.6970007132034214,33.75048150362726,Q1,-1.2138959565386744
S1052,15,Male,Instagram,2.73,87.0,7.5,5.4,9.4,5.35,3.17,1,0,-0.5210705355488011,-0.1731410611058514,0.5367555897120732,0.4488001864925003,2.256307073653712,0.2678235036073293,-0.2822032392162675,Low,Low,0.06294203842304115,48.39719873579975,Q3,0.10590723783105888
S1053,15,Female,Snapchat,3.55,38.0,8.5,5.3,5.4,3.79,4.0,0,2,0.0665087165655446,0.9980498821129756,-1.0359586157428755,0.4072221563997802,-0.2406436234315962,-0.6960630651765224,1.28909833870973,Medium,High,-0.6558332604301021,34.543920270756914,Q1,-1.135400915868087
S1054,15,Male,YouTube,5.38,89.0,7.1,3.0,6.1,3.78,2.91,1,4,1.3778136328695116,-0.6416174383933826,0.6009480062612548,-0.5490725357327771,0.1963227485583322,-0.7022418252328293,-0.774418191337664,High,High,0.8734596925080497,64.01866872897908,Q4,1.513211698306614
S1055,13,Female,Other,3.11,40.0,7.6,2.6,5.8,4.03,3.44,0,1,-0.2487777113982506,-0.0560219667839691,-0.971766199193694,-0.7153846561036568,0.0090514462769342,-0.5477728238251605,0.2289430572174907,Medium,Low,-0.3881739812693252,39.70263751366049,Q2,-0.6638268284020147
S1056,16,Male,TikTok,5.78,94.0,6.9,9.1,4.5,4.85,3.34,1,3,1.664437658291144,-0.8758556270371473,0.7614290476342087,1.987187299923136,-0.8024575302757908,-0.0411144992080078,0.0396296140938764,High,High,1.1005741109875,68.39594670116622,Q4,1.9071765037554984
S1057,13,Female,TikTok,4.5,123.0,7.1,6.6,5.8,6.44,2.92,0,3,0.747240776941921,-0.6416174383933826,1.6922190875973415,0.9477365476051388,0.0090514462769342,0.9413083497447648,-0.7554868470253029,High,High,1.0270257676442152,66.97841651808564,Q4,1.770060006832069
S1058,17,Male,TikTok,6.2,71.0,8.0,5.8,2.5,3.46,4.0,1,3,1.9653928849838576,0.4124544105035621,0.0232162573186205,0.6151123068633797,-2.0509328788184447,-0.899962147034645,1.28909833870973,High,High,0.5253849105996387,57.3100674621714,Q3,0.9066507526245314
S1059,17,Female,TikTok,3.84,33.0,8.4,5.7,5.4,4.12,3.51,0,3,0.2743111349962279,0.8809307877910934,-1.1964396571158296,0.5735342767706599,-0.2406436234315962,-0.4921639833183998,0.3614624674040203,Medium,High,-0.6010197699702317,35.600365237901926,Q1,-1.0381576192331137
S1060,18,Female,Snapchat,6.85,95.0,7.1,1.1,4.1,9.06,2.39,0,2,2.4311569262940096,-0.6416174383933826,0.7935252559087995,-1.339055107494455,-1.0521525999843218,2.560143484497132,-1.7588480955804575,High,High,1.2887665401987305,72.02306373069662,Q4,2.231045685427278
S1061,17,Male,Other,2.44,61.0,7.8,7.7,5.8,3.66,3.52,1,1,-0.7288729539794844,0.1782162218597965,-0.2977458254272873,1.405094878625058,0.0090514462769342,-0.77638694590851,0.3803938117163822,Low,Low,-0.40161166708885604,39.443646972554326,Q2,-0.6946508044045143
S1062,15,Female,Other,1.89,62.0,7.8,2.5,4.3,5.64,3.45,0,1,-1.1229809889342286,0.1782162218597965,-0.2656496171526966,-0.7569626861963766,-0.9273050651300564,0.4470075452402249,0.2478744015298525,Low,Low,-0.5222822759822405,37.11790824695591,Q2,-0.9039637833915541
S1063,18,Female,Instagram,1.91,58.0,8.1,5.3,5.3,2.18,4.0,0,0,-1.108649787663147,0.5295735048254444,-0.3940344502510597,0.4072221563997802,-0.3030673908587293,-1.690843434241908,1.28909833870973,Low,Low,-0.6774192475798837,34.1278838663258,Q1,-1.1744463160584748
S1064,15,Female,Snapchat,6.52,141.0,5.9,0.0,3.4,6.51,2.28,0,2,2.1946921053211628,-2.0470465702559744,2.269950836539976,-1.796413438514374,-1.4891189719742506,0.9845596701389118,-1.9670928830164336,High,High,2.1705631707057047,89.01832538123016,Q4,3.7574476083175568
S1065,14,Male,YouTube,4.23,35.0,7.1,0.0,7.8,7.37,2.6,1,4,0.5537695597823197,-0.6416174383933826,-1.132247240566648,-1.796413438514374,1.2575267948195883,1.5159330349812918,-1.361289865020868,High,High,0.021046585869684775,47.5897289026451,Q3,0.05112075790999879
S1066,18,Male,Other,2.73,88.0,8.5,5.2,4.6,4.41,3.34,1,1,-0.5210705355488011,0.9980498821129756,0.568851797986664,0.3656441263070605,-0.7400337628486583,-0.3129799416855042,0.0396296140938764,Low,Low,-0.31675620655837095,41.079104292642945,Q2,-0.5615042776677373
S1067,15,Non-binary,TikTok,5.51,89.0,7.4,1.9,6.0,6.42,2.45,2,3,1.470966441131542,-0.2902601554277337,0.6009480062612548,-1.006430866752696,0.1338989811311997,0.9289508296321513,-1.645260029706289,High,High,0.7873915342735102,62.35983854255102,Q4,1.361299974850675
S1068,13,Female,Instagram,4.16,97.0,6.9,0.0,7.1,4.76,3.43,0,0,0.5036103553335338,-0.8758556270371473,0.857717672457981,-1.796413438514374,0.8205604228296592,-0.0967233397147684,0.2100117129051297,High,High,0.7457278849428873,61.55683635679431,Q4,1.291650848939303
S1069,15,Female,YouTube,5.91,70.0,7.4,5.2,4.8,6.41,2.77,0,4,1.7575904665531743,-0.2902601554277337,-0.0088799509559702,0.3656441263070605,-0.6151862279943928,0.9227720695758446,-1.039457011710724,High,High,0.6796568903416459,60.28342046710838,Q4,1.1797970570549183
S1070,17,Female,Instagram,1.35,39.0,8.9,10.0,4.2,1.69,3.61,0,0,-1.5099234232534318,1.4665262594005068,-1.0038624074682847,2.361389570757616,-0.9897288325571888,-1.9936026770009387,0.5507759105276346,Low,Low,-1.3267706967074078,21.612642370414807,Q1,-2.3017145631600866
S1071,14,Male,Instagram,2.91,67.0,8.4,7.9,3.7,5.56,4.0,1,0,-0.3920897241090665,0.8809307877910934,-0.1051685757797426,1.4882509388104976,-1.3018476696928525,0.3975774647897709,1.28909833870973,Medium,Low,-0.45939636255996746,38.32993663963627,Q2,-0.8019981142825311
S1072,15,Non-binary,Other,2.31,81.0,7.1,3.9,7.5,7.53,2.56,2,1,-0.8220257622415148,-0.6416174383933826,0.3441783400645284,-0.1748702648982981,1.0702554925381902,1.6147931958822,-1.4370152422703135,Low,Low,0.0545900054054654,48.23622626035949,Q3,0.09680827611687645
S1073,13,Male,Other,0.2,0.0,9.2,5.0,4.7,3.29,3.99,1,1,-2.333967496340624,1.8178835423661537,-2.2556145301773256,0.2824880661216206,-0.6776099954215253,-1.0050010679918595,1.270166994397369,Low,Low,-2.1358218562947013,6.019436782922082,Q1,-3.6955502112588285
S1074,17,Male,YouTube,4.8,88.0,7.1,6.3,6.0,4.9,3.87,1,4,0.962208796008145,-0.6416174383933826,0.568851797986664,0.8230024573269792,0.1338989811311997,-0.0102206989264736,1.0429908626490318,High,High,0.7242260107960639,61.142421099965745,Q4,1.2549577165015193
S1075,15,Female,YouTube,2.78,32.0,8.7,7.2,6.1,0.89,4.0,0,4,-0.4852425323710972,1.2322880707567403,-1.22853586539042,1.1972047281614584,0.1963227485583322,-2.4879034815054784,1.28909833870973,Low,Low,-0.9820221561727523,28.25713549651968,Q1,-1.7007267281075982
S1076,14,Male,TikTok,4.72,99.0,6.6,3.2,6.0,4.35,3.14,1,3,0.9048839909238184,-1.2272129100027962,0.9219100890071626,-0.4659164755473373,0.1338989811311997,-0.350052502023345,-0.3389972721533514,High,High,1.0180023299779257,66.80450375995035,Q4,1.7655957824016224
S1077,14,Male,Instagram,6.58,132.0,4.7,3.8,5.6,9.84,1.42,1,0,2.237685709134408,-3.452475702118567,1.9810849620686584,-0.2164482949910181,-0.1157960885773313,3.0420867688890576,-3.595188493879516,High,High,2.5570821244405444,96.46787840099768,Q4,4.44070988058075
S1078,16,Female,Instagram,2.95,93.0,6.9,5.2,4.4,4.14,2.88,0,0,-0.3634273215669032,-0.8758556270371473,0.7293328393596179,0.3656441263070605,-0.8648812977029233,-0.4798064632057866,-0.8312122242747486,Medium,Low,0.413920381609954,55.16176164040381,Q3,0.7179263610811102
S1079,17,Female,Instagram,2.93,69.0,8.0,5.8,4.4,4.19,3.58,0,0,-0.3777585228379849,0.4124544105035621,-0.040976159230561,0.6151123068633797,-0.8648812977029233,-0.4489126629242524,0.4939818775905508,Medium,Low,-0.27706303085736933,41.84412865703781,Q2,-0.4829247218453062
S1080,18,Female,Instagram,3.77,96.0,7.3,3.9,6.8,5.86,3.24,0,0,0.2241519305474424,-0.407379249749617,0.8256214641833902,-0.1748702648982981,0.6332891205482613,0.5829402664789737,-0.1496838290297371,Medium,High,0.48571754816014984,56.54554060833429,Q3,0.8377441703845823
S1081,15,Female,Snapchat,4.64,119.0,7.8,3.8,4.4,7.35,2.98,0,2,0.8475591858394921,0.1782162218597965,1.5638342544989785,-0.2164482949910181,-0.8648812977029233,1.503575514868678,-0.6418987811511343,High,High,0.7443924061595579,61.53109707568777,Q4,1.2749604524106994
S1082,13,Female,Instagram,2.41,13.0,9.0,8.0,1.7,3.84,3.79,0,0,-0.7503697558861067,1.5836453537223891,-1.8383638226076453,1.5298289689032174,-2.5503230182355066,-0.6651692648949888,0.8915401081501404,Low,Low,-1.3907929774053802,20.378712261949353,Q1,-2.4065398337070114
S1083,17,Female,Snapchat,2.54,71.0,8.1,7.5,7.1,3.27,3.9,0,2,-0.6572169476240763,0.5295735048254444,0.0232162573186205,1.321938818439618,0.8205604228296592,-1.017358588104473,1.0997848955861158,Low,Low,-0.3878580650436334,39.70872630866098,Q2,-0.6763372066397224
S1084,16,Male,Instagram,4.92,113.0,6.8,5.2,3.7,6.43,2.29,1,0,1.0481960036346347,-0.9929747213590304,1.3712570048514336,0.3656441263070605,-1.3018476696928525,0.9351295896884576,-1.948161538704072,High,High,1.1374759099483664,69.10717161064987,Q4,1.9669099662459582
S1085,17,Female,Instagram,4.05,70.0,8.3,8.5,6.3,3.6,3.99,0,0,0.4247887483425848,0.7638116934692111,-0.0088799509559702,1.7377191193668169,0.3211702834125977,-0.8134595062463505,1.270166994397369,Medium,High,-0.11596763202753217,44.94899247607514,Q2,-0.2069342741821904
S1086,13,Female,TikTok,0.74,0.0,8.8,3.9,8.8,2.01,4.0,0,3,-1.947025062021421,1.3494071650786246,-2.2556145301773256,-0.1748702648982981,1.881764469090916,-1.795882355199123,1.28909833870973,Low,Low,-1.8506822524257904,11.515060158002889,Q1,-3.1978409823160545
S1087,14,Male,TikTok,1.96,71.0,8.1,8.7,6.2,3.89,4.0,1,3,-1.0728217844854429,0.5295735048254444,0.0232162573186205,1.8208751795522564,0.2587465159854653,-0.634275464613455,1.28909833870973,Low,Low,-0.526393010664089,37.038680215143444,Q2,-0.9163273281082513
S1088,17,Male,YouTube,5.42,66.0,7.7,5.3,6.8,6.38,2.87,1,4,1.4064760354116748,0.0610971275379142,-0.1372647840543334,0.4072221563997802,0.6332891205482613,0.9042357894069242,-0.8501435685871097,High,High,0.4027047079398091,54.94559693528181,Q3,0.6982887279242908
S1089,17,Male,Instagram,4.08,73.0,8.6,12.4,5.8,6.13,3.24,1,0,0.4462855502492073,1.115168976434858,0.0874086738678021,3.359262292982893,0.0090514462769342,0.7497667879992556,-0.1496838290297371,High,High,-0.19382491743928287,43.448414121390094,Q2,-0.34543202377817805
S1090,15,Female,TikTok,2.69,57.0,8.2,1.5,8.5,4.67,3.39,0,3,-0.5497329380909644,0.6466925991473267,-0.4261306585256505,-1.1727429871235755,1.6944931668095171,-0.152332180221529,0.1342863356556839,Low,Low,-0.5408520652546472,36.76000437597109,Q2,-0.9385323782105542
S1091,17,Male,Snapchat,3.18,82.0,7.1,2.6,4.1,6.89,2.76,1,2,-0.1986185069494648,-0.6416174383933826,0.3762745483391192,-0.7153846561036568,-1.0521525999843218,1.219352552278568,-1.0583883560230858,Medium,Low,0.273091159927679,52.4474969361316,Q3,0.4750573186562355
